container_type,filled,scholar_id,source,name,url_picture,affiliation,interests,email_domain,homepage,citedby,organization,org_name,org_country,Lat,Long,,,,,list,,
Author,['basics'],uy-fMdsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,JIN ZHANG,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uy-fMdsAAAAJ&citpid=5,"Department of Computer Science and Engineering, Southern University of Science and Technology","['Mobile Computing', 'Smart Sensing', 'Mobile Healthcare', 'Wireless Network', 'Crowdsensing']",@sustech.edu.cn,,4012,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],81cvn3sAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yannis Papakonstantinou,,UCSD,[],@eng.ucsd.edu,,20266,7.55E+18,"University of California, San Diego",USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],jZgjlGUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Lei Zou,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jZgjlGUAAAAJ&citpid=2,Professor at Peking University,"['graph database', 'RDF data management', 'Knowledge Graph']",@pku.edu.cn,https://www.wict.pku.edu.cn/zoulei/,5099,1.07E+19,Peking University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],ytXtLjkAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Biswanath Mukherjee,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ytXtLjkAAAAJ&citpid=2,"Distinguished Professor at University of California, Davis","['Networks', 'Optical Networks', 'Broadband Access', 'Network Security', 'Disaster Resilience']",@ucdavis.edu,http://networks.cs.ucdavis.edu/bmukherjee.html,61766,2.13E+16,"University of California, Davis",USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],keO-0s0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,K. Selcuk Candan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=keO-0s0AAAAJ&citpid=3,"Professor of Computer Science and Engineering, Arizona State University","['Data management', 'databases', 'multimedia retrieval']",@asu.edu,http://kscandan.site/,8264,8.56E+17,Arizona State University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],iHevumsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jeffrey Xu Yu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iHevumsAAAAJ&citpid=2,Chinese University of Hong Kong,"['Database', 'Data Mining']",@se.cuhk.edu.hk,,27352,3.22E+18,Chinese University of Hong Kong,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],O3JRO9AAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Haoran Li,,PhD in HKUST,"['Federated Learning', 'Privacy for Natural Language Processing']",@connect.ust.hk,https://hlibt.student.ust.hk/,151,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],5zvbpooAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Thomas Zimmermann,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=5zvbpooAAAAJ&citpid=3,"Sr. Principal Researcher at Microsoft Research, Redmond","['Software Engineering', 'Empirical Software Engineering', 'Mining Software Repositories', 'Recommender Systems', 'Computer Games']",@microsoft.com,http://thomas-zimmermann.com/,26547,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],ueZsy3wAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Francesco Gullo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ueZsy3wAAAAJ&citpid=7,Senior Researcher @UniCredit,"['Artificial Intelligence', 'Data Science', 'Machine Learning', 'Algorithms']",@acm.org,https://fgullo.github.io/,2311,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],#NAME?,AuthorSource.AUTHOR_PROFILE_PAGE,Xiaogang Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-B5JgjsAAAAJ&citpid=1,"Professor of Electronic Engineering, the Chinese University of Hong Kong","['Computer vision', 'pattern recognition', 'machine learning']",@ee.cuhk.edu.hk,http://www.ee.cuhk.edu.hk/~xgwang/,109798,3.22E+18,Chinese University of Hong Kong,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],hxlxVEUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,martin rinard,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hxlxVEUAAAAJ&citpid=4,MIT,"['programming languages', 'software engineering']",@lcs.mit.edu,http://people.csail.mit.edu/rinard/,22593,1.63E+19,Massachusetts Institute of Technology,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],9nHXbTEAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jun Xu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9nHXbTEAAAAJ&citpid=1,Assistant Professor at The University of Utah,"['System security', 'software security']",@cs.utah.edu,https://sites.google.com/view/junxzm/home,1269,1.01E+19,University of Utah,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],pizBYKkAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Kun Tan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pizBYKkAAAAJ&citpid=2,"HUAWEI Technologies, Co. LTD","['computer networking', 'wireless networking', 'communication']",@huawei.com,,9837,1.95E+18,Huawei Technologies,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],Buq5nLsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Ou Runmin,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Buq5nLsAAAAJ&citpid=3,Wuhan University,"['Mobile sensing', 'Internet of Things', 'Wearable devices']",@whu.edu.cn,,46,5.18E+18,Wuhan University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],Mf9VHRcAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Kui Jia (贾奎),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Mf9VHRcAAAAJ&citpid=1,"The Chinese University of Hong Kong, Shenzhen","['Computer Vision', 'Machine Learning', 'Image Processing']",@cuhk.edu.cn,http://kuijia.site/,12337,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],pp1zjXoAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yu Cheng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pp1zjXoAAAAJ&citpid=2,"Electrical and Computer Engineering, Illinois Institute of Technology","['Wireless Networks', 'Internet', 'Network security']",@iit.edu,http://www.ece.iit.edu/~yucheng,6338,1.80E+19,Illinois Institute of Technology,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],6ZZtzmQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Nedjma Djouhra Ousidhoum (نجمة جوهرة أوسيدهم),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6ZZtzmQAAAAJ&citpid=1,"Assistant Professor, Cardiff University and Visiting Academic, University of Cambridge","['Natural Language Processing', 'Computational Social Science', 'Machine Learning']",@cardiff.ac.uk,http://nedjmaou.github.io/,368,9.18E+18,Cardiff University,UK,55.378052,-3.435973,,,,,,,-3.435973
Author,['basics'],eVlizvwAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Athman Bouguettaya,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eVlizvwAAAAJ&citpid=3,School of Computer Science University of Sydney,"['Service Computing', 'Services Computing', 'Web Services', 'Service-Oriented Computing']",@sydney.edu.au,,10917,1.79E+19,University of Sydney,Australia,-25.274399,133.775131,,,,,,,133.775131
Author,['basics'],QNaPwYEAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Hoyoung Jeung,,DigitalOn (digitalon.com.au),[],@digitalon.com.au,https://digitalon.com.au/,2468,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],dX8YgiQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yuanqing Zheng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dX8YgiQAAAAJ&citpid=4,The Hong Kong Polytechnic University,"['Wireless Networking and Mobile Computing', 'Acoustic and RF Sensing', 'Internet of Things (IoT)']",@comp.polyu.edu.hk,http://www4.comp.polyu.edu.hk/~csyqzheng/,3331,1.10E+19,Hong Kong Polytechnic University,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],ZMLhZJ8AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Long QUAN,,"Professor, Department of Computer Science and Engineering, HKUST",['Computer Vision'],@cse.ust.hk,https://www.cse.ust.hk/~quan,16287,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],#NAME?,AuthorSource.AUTHOR_PROFILE_PAGE,Panos Kalnis,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-NdSrrYAAAAJ&citpid=2,"Professor of Computer Science, King Abdullah University of Science and Technology (KAUST)","['Big Data', 'Cloud computing', 'Parallel Systems', 'Graphs', 'Privacy']",@kaust.edu.sa,http://www.panoskalnis.com/,13113,1.53E+19,King Abdullah University of Science and Technology,Saudi Arabia,23.885942,45.079163,,,,,,,45.079163
Author,['basics'],Ugo3NGgAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Parisa Kordjamshidi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ugo3NGgAAAAJ&citpid=5,"Assistant Professor, CSE, Michigan State University, Research Scientist  at IHMC","['Natural Language Processing', 'Machine Learning', 'Learning based programming', 'Vision & Language']",@msu.edu,http://www.cse.msu.edu/~kordjams/,1322,4.03E+18,Michigan State University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],kkG0M7YAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Victor Cheung,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kkG0M7YAAAAJ&citpid=2,"Post-doctoral Fellow, Carleton University","['Human-Computer Interaction', 'Large Interactive Displays', 'Interface & Interaction Design', 'Deformables']",@uwaterloo.ca,http://victorcheung.net/,368,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],AyWKyZ4AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,WANG Rui,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=AyWKyZ4AAAAJ&citpid=2,"Associate Professor, The Southern University of Science & Technology","['Wireless Communications', 'Resource Allocation via MDP and RL', 'VLC', 'mmWave', 'Massive MIMO']",@sustech.edu.cn,http://lasso.eee.sustech.edu.cn/,2026,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],fqOwFhQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jun XIAO,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fqOwFhQAAAAJ&citpid=5,"Institute of Artificial Intelligence, Zhejiang University ","['Computer Animation', 'Digital Entertainment', 'Multimedia Analysis']",@zju.edu.cn,,8002,1.12E+18,Zhejiang University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],dc3FV3sAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Robert Sedgewick,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dc3FV3sAAAAJ&citpid=3,Princeton University,"['Algorithm science', 'Analytic combinatorics', 'Analysis of algorithms', 'Algorithm engineering', 'Data structures']",@cs.princeton.edu,http://www.cs.princeton.edu/~rs/,21269,4.84E+18,Princeton University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],UM4qFCsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yisheng He,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UM4qFCsAAAAJ&citpid=1,Hong Kong University of Science and Technology,"['Computer Vision', 'Deep Learning', 'Robotics']",@connect.ust.hk,http://hyshkust.github.io/,589,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],XQOSmToAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Stavros Papadopoulos,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XQOSmToAAAAJ&citpid=1,"TileDB, Inc.","['Big Data', 'Security', 'Privacy']",@tiledb.com,http://people.csail.mit.edu/stavrosp/,2689,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],9_QZc-oAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Shouyi Yin,,Tsinghua University,[],@tsinghua.edu.cn,,5571,1.54E+19,Tsinghua University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],btRJjVEAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jiayang Cheng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=btRJjVEAAAAJ&citpid=5,The Hong Kong University of Science and Technology,"['Natural Language Processing', 'Knowledge Grounding']",@cse.ust.hk,https://jiayangcheng.com/,83,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],vAIECxgAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yefeng Zheng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vAIECxgAAAAJ&citpid=3,"Tencent, Shenzhen, China, IEEE Fellow, AIMBE Fellow","['Medical Image Analysis', 'Computer Vision', 'Natural Language Processing', 'Deep Learning']",@tencent.com,https://sites.google.com/site/yefengzheng/,17350,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],R1Jt75cAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Francesco Bonchi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=R1Jt75cAAAAJ&citpid=6,Research Director at Centai,"['AI', 'Data Science', 'Algorithms', 'Network Science', 'Data Mining']",@centai.eu,http://www.francescobonchi.com/,15562,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],7wsIB90AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Ming Zhang,,Alibaba Group,['Networking'],@alibaba-inc.com,,15607,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],feaEbR4AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Chih-Chieh Hung (Oshin),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=feaEbR4AAAAJ&citpid=2,"Associate Professor, National Chung Hsing University","['Data Mining', 'Intelligent Transportation Systems', 'Spatiotemporal Databases', 'Big Data Analytics', 'Artificial Intelligence']",@nchu.edu.tw,https://smalloshin.github.io/index.html,1061,1.40E+19,National Chung Hsing University,Taiwan,23.697809,120.960518,,,,,,,120.960518
Author,['basics'],vfclKdEAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Saeid Asadi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vfclKdEAAAAJ&citpid=16,Shahed University,"['Information science', 'Scholarly communication', 'Bibliometrics']",@shahed.ac.ir,https://sites.google.com/site/asadi/,413,1.44E+19,Shahed University,Iran,49.55687,16.95602,,,,,,,16.95602
Author,['basics'],BN2Ze-QAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Hongsheng Li (李鸿升),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BN2Ze-QAAAAJ&citpid=3,Associate Professor at The Chinese University of Hong Kong,"['Computer Vision', 'Machine Learning', 'Medical Image Analysis']",@ee.cuhk.edu.hk,http://www.ee.cuhk.edu.hk/~hsli/,34710,3.22E+18,Chinese University of Hong Kong,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],jEdhxGMAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Cyrus Shahabi,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=jEdhxGMAAAAJ&citpid=4,"Professor of Computer Science, University of Southern California","['Database', 'GIS', 'Multimedia', 'Data Mining']",@usc.edu,http://infolab.usc.edu/Shahabi/,28293,2.35E+18,University of Southern California,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],CnAuFCYAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,He Jiang,,University of Southern California,"['Machine Learning', 'Data Mining', 'Natural Language Processing']",@usc.edu,,612,2.35E+18,University of Southern California,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],N7_xhHoAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Zhiting Hu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=N7_xhHoAAAAJ&citpid=4,Assistant Professor at UC San Diego,"['Machine Learning', 'Artificial Intelligence', 'Natural Language Processing']",@ucsd.edu,http://zhiting.ucsd.edu/,9459,7.55E+18,"University of California, San Diego",USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],IJan8QwAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Shankar Krishnan,,Google Research,"['Machine Learning', 'Data mining', 'Algorithms', 'Geometry']",@google.com,,3890,6.52E+18,Google Inc.,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],sCHGSHIAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yitian Yuan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sCHGSHIAAAAJ&citpid=6,Unknown affiliation,"['Multimedia', 'Video Analysis']",@tsinghua.org.cn,,714,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],vqXoS_QAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Kin Wah Edward LIN,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vqXoS_QAAAAJ&citpid=4,株式会社RevComm(レブコム),"['Image Object Detection & Tracking', 'Audio-related iOS app', 'Singing Style Visualization', 'Audio Feature Optimization', 'Sine Partials']",@alumni.sutd.edu.sg,https://kinwahedwardlin.wordpress.com/,165,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],yAWtq6QAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Naiyan Wang,,TuSimple,"['Machine Learning', 'Computer Vision', 'Autonomous Driving']",@tusimple.com,http://winsty.net/,18196,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],Db4BCX8AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Noah Snavely,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Db4BCX8AAAAJ&citpid=4,Professor at Cornell Tech and Researcher at Google Research,"['Computer Vision', 'Computer Graphics']",@cs.cornell.edu,http://www.cs.cornell.edu/~snavely,31817,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],oBeXCuQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,P Vijay Kumar,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=oBeXCuQAAAAJ&citpid=57,"Hon. Professor, Indian Institute of Science","['Codes for low-latency comm', 'Codes for distributed storage', 'Low-correlation sequences', 'Space-time codes', 'Algebraic-geometry codes']",@iisc.ac.in,https://ece.iisc.ac.in/~pvkece/,13933,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],IE7M2mgAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Huaxiong Wang,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=IE7M2mgAAAAJ&citpid=3,"Nanyang Technological University, Singapore","['Cryptography', 'Information Security', 'Combinatorics', 'Theoretical Computer Science']",@ntu.edu.sg,http://www3.ntu.edu.sg/home/hxwang/,8282,3.01E+18,Nanyang Technological University,Singapore,1.352083,103.819839,,,,,,,103.819839
Author,['basics'],pZgFp1kAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yibo Zhu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pZgFp1kAAAAJ&citpid=2,Stealth startup,"['Machine Learning Systems', 'Computer Networks', 'Distributed Systems']",@-,http://yibozhu.com/,4437,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],MXvC7tkAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Irwin King,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MXvC7tkAAAAJ&citpid=3,The Chinese University of Hong Kong,"['social computing', 'machine learning', 'AI', 'graph neural networks', 'NLP']",@cse.cuhk.edu.hk,http://www.cse.cuhk.edu.hk/irwin.king,29865,3.22E+18,Chinese University of Hong Kong,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],wypIBQsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Zhu-Tian Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wypIBQsAAAAJ&citpid=9,"PostDoc, Harvard University","['Information Visualization', 'Human-computer Interaction', 'Augmented Reality', 'Applied Machine Learning']",@seas.harvard.edu,http://chenzhutian.org/,734,1.90E+18,Harvard University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],LG_E-4EAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Weizhu Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LG_E-4EAAAAJ&citpid=1,Microsoft,"['NLP', 'Deep Learning and Machine Learning']",@microsoft.com,https://www.microsoft.com/en-us/research/people/wzchen/,12683,1.23E+19,Microsoft Corporation,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],iAWMsgEAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Professor Zi (Helen) Huang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iAWMsgEAAAAJ&citpid=1,University of Queensland,"['Multimedia Search', 'Social Media Analysis', 'Database']",@itee.uq.edu.au,http://staff.itee.uq.edu.au/huang/,13024,4.42E+18,University of Queensland,Australia,-25.274399,133.775131,,,,,,,133.775131
Author,['basics'],IIoFY90AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Zhou Zhao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IIoFY90AAAAJ&citpid=3,Zhejiang University,"['Machine Learning', 'Data Mining', 'Multimedia Computing']",@zju.edu.cn,http://mypage.zju.edu.cn/zhaozhou,11510,1.12E+18,Zhejiang University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],puXkf6QAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,René van Oostrum,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=puXkf6QAAAAJ&citpid=2,AMD,"['Computational Geometry', 'High Performance Computing', 'Software Engineering']",@59bits.nl,http://nl.linkedin.com/in/rvanoostrum,1311,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],stFCYOAAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Nicu Sebe,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=stFCYOAAAAAJ&citpid=4,University of Trento,"['computer vision', 'multimedia']",@unitn.it,http://disi.unitn.it/~sebe,38937,1.74E+19,University of Trento,Italy,41.871941,12.56738,,,,,,,12.56738
Author,['basics'],_gLa3O0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Nong Xiao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_gLa3O0AAAAJ&citpid=2,"The State Key Laboratory of High Performance Computing,National University of Defense Technology","['Storage', 'Network computing', 'Architecture']",@nudt.edu.cn,,2013,1.14E+19,"National University of Defense Technology, China",China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],NmaU6U0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Lei Shi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=NmaU6U0AAAAJ&citpid=3,"Professor, School of Computer Science and Engineering, Beihang University","['Big Data', 'Visual Analytics', 'Data Mining', 'Network Science']",@buaa.edu.cn,https://leishidata.com/,3682,4.20E+18,Beihang University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],qNweIR4AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Chenyang Qi,,HKUST,['Computer Vision'],@connect.ust.hk,https://chenyangqiqi.github.io/,92,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],C_QXDzoAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Minlan Yu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=C_QXDzoAAAAJ&citpid=1,Harvard University,"['Networking', 'Systems', 'Cloud Computing']",@g.harvard.edu,http://minlanyu.seas.harvard.edu/,11875,1.90E+18,Harvard University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],57tbIMkAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yili Gong,,Wuhan University,['Distributed Computing'],@whu.edu.cn,,271,5.18E+18,Wuhan University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],IxrYJ6EAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Changlong Yu,,HKUST,"['Natural Language Processing', 'Semantics', 'Commonsense']",@cse.ust.hk,,270,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],S7D5ygcAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Hongbo Fu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=S7D5ygcAAAAJ&citpid=3,"Professor, School of Creative Media, City University of Hong Kong","['computer graphics', 'human computer interaction', 'computer vision']",@cityu.edu.hk,http://sweb.cityu.edu.hk/hongbofu,6416,6.44E+18,City University of Hong Kong,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],kjiwE6IAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Mo Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kjiwE6IAAAAJ&citpid=9,"ACM Distinguished Member, IEEE Fellow, Professor, Hong Kong University of Science and Technology","['systems', 'networking', 'sensing', 'wireless', 'mobile']",@cse.ust.hk,http://home.cse.ust.hk/~lim/,11603,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],t_AzcmUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Gabriel Ghinita,,University of Massachusetts Boston,['Data Security and Privacy'],@umb.edu,,6845,1.25E+19,University of Massachusetts Boston,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],Eppy6nQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Rui Meng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Eppy6nQAAAAJ&citpid=1,"Assistant Professor, BNU-HKBU UIC","['database', 'data mining', 'knowledge graph']",@uic.edu.cn,,159,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],W2XJUmUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Kun Xu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=W2XJUmUAAAAJ&citpid=2,Tsinghua University,"['Computer Graphics', 'Image Editing', 'Rendering']",@tsinghua.edu.cn,http://cg.cs.tsinghua.edu.cn/people/~kun/,1922,1.54E+19,Tsinghua University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],RigrYkcAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,"Mohsen Guizani, FIEEE",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RigrYkcAAAAJ&citpid=2,Mohamed Bin Zayed University of Artificial Intelligence (MBZUAI),"['Internet of Things', 'Applied AI/ML and Cybersecurity']",@mbzuai.ac.ae,,65569,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],XMx1p_QAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Esha Ghosh,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XMx1p_QAAAAJ&citpid=2,Microsoft Research,[],@microsoft.com,,522,,,,#N/A,#N/A,,,,,,,#N/A
